Ngăn đá trên, Dưới 300 lít, Panasonic, Dưới 25 triệu, 0.000238319539149617, SP020
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.144201757642588, SP013
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.271542194259191, SP014
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.0881232963371374, SP015
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.0534080583861438, SP016
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.00267040291930719, SP017
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.00222903344993414, SP018
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 10 triệu, 0.00323264516975227, SP019
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.352155124200371, SP020
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.140061697125148, SP011
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.046764809263689, SP012
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.072031729950076, SP013
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.135640884873323, SP014
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.132058171575139, SP015
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.0800352555000844, SP016
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.00400176277500422, SP017
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.00334034351883493, SP018
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 50 triệu, 0.0339102212183306, SP019
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.0218768683787916, SP020
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.208824652706647, SP011
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.0929651741942139, SP012
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.071597023785136, SP013
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.202233453241572, SP014
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.262522420545499, SP015
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.119328372975227, SP016
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.00994403108126889, SP017
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.00830046198162624, SP018
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 50 triệu, 0.00240754111001872, SP019
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.0403482272092057, SP020
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.256761445876764, SP011
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.0428646813838299, SP012
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.330121858984411, SP013
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.124328601019874, SP014
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.121044681627617, SP015
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.0733604131076468, SP016
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.00366802065538234, SP017
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.00306176295598785, SP018
Ngăn đá trên, Dưới 300 lít, Samsung, Dưới 5 triệu, 0.00444030717928123, SP019
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.0803425417895658, SP020
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.127817680119764, SP011
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.0640150328821206, SP012
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.0328674034593678, SP013
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.247566659404517, SP014
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.241027625368697, SP015
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.182596685885377, SP016
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.00730386743541507, SP017
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.0076208372478715, SP018
Ngăn đá trên, Dưới 300 lít, Samsung, Trên 5 triệu, 0.00884166640730419, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.000930954994910767, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.162917124109384, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.522201062495931, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.0670287596335752, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.0946649512127586, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.0139643249236615, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.0930954994910767, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.0409620197760738, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.00310833965771388, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 25 triệu, 0.00112696370491379, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.00116460310746562, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.122283326283891, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.653261418037619, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.0628885678031438, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.118423658450888, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.00349380932239687, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.0232920621493125, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.0128106341821219, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.000972115205413124, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 10 triệu, 0.00140980545774866, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0287318703217715, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.12570193265775, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.503643210854225, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0646467082239859, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.121734362255723, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0107744513706643, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0718296758044288, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0395063216924358, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.00299787625508467, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 50 triệu, 0.0304335905639307, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.00106723528974172, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.11205970542288, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.598644838131725, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.0384204704307018, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.108522729012929, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.0128068234769006, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.0640341173845029, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.0586979409357944, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.00445420266467057, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 50 triệu, 0.00129193725015392, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.00269416020660143, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.1885912144621, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.377809166423877, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.242474418594129, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.0913193247477112, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.0080824806198043, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.0538832041320287, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.0296357622726158, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.00224886408585641, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Dưới 5 triệu, 0.0032614044552754, SP019
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.00491826584165857, SP020
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.086069652229025, SP011
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.517276008680284, SP012
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.0221321962874636, SP013
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.16670601640151, SP014
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.0147547975249757, SP015
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.122956646041464, SP016
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.0541009242582443, SP017
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.00513170643532028, SP018
Ngăn đá trên, Dưới 300 lít, Toshiba, Trên 5 triệu, 0.00595378630005393, SP019
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.000783265027761642, SP020
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.137071379858287, SP011
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.0366131044598491, SP012
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.620345901987221, SP013
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.0796469711694527, SP014
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.0117489754164246, SP015
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.0783265027761642, SP016
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.00313306011104657, SP017
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.031382660965585, SP018
Ngăn đá trên, Dưới 300 lít, LG, Dưới 25 triệu, 0.00094817822820777, SP019
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.00113166052868208, SP020
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.118824355511619, SP011
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.0528985767028705, SP012
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.672206354037158, SP013
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.115073864282089, SP014
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.00339498158604625, SP015
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.0226332105736417, SP016
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.00113166052868208, SP017
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.0113354092934723, SP018
Ngăn đá trên, Dưới 300 lít, LG, Dưới 10 triệu, 0.00136992695573915, SP019
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0243108058712824, SP020
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.106359775686861, SP011
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0355121687471808, SP012
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.601692445314239, SP013
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.103002707986633, SP014
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0091165522017309, SP015
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.060777014678206, SP016
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0030388507339103, SP017
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0304390017832979, SP018
Ngăn đá trên, Dưới 300 lít, LG, Trên 50 triệu, 0.0257506769966583, SP019
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.0012841525374747, SP020
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.134836016434844, SP011
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.0600266950910636, SP012
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.508524404839982, SP013
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.130580144018063, SP014
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.0154098304496964, SP015
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.0770491522484821, SP016
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.00642076268737351, SP017
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.0643143161689967, SP018
Ngăn đá trên, Dưới 300 lít, LG, Dưới 50 triệu, 0.00155452552402456, SP019
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.000875803605872022, SP020
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.0613062524110415, SP011
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.0102346867827549, SP012
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.867045569813302, SP013
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.0296856117553351, SP014
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.00262741081761606, SP015
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.0175160721174404, SP016
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.000875803605872022, SP017
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.00877258867093275, SP018
Ngăn đá trên, Dưới 300 lít, LG, Dưới 5 triệu, 0.0010602004198334, SP019
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.00651928139292095, SP020
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.114087424376117, SP011
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.0571384977104141, SP012
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.322704428949587, SP013
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.220972892845467, SP014
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.0195578441787629, SP015
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.162982034823024, SP016
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.00651928139292095, SP017
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.0816264253005916, SP018
Ngăn đá trên, Dưới 300 lít, LG, Trên 5 triệu, 0.00789188903019524, SP019
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.000864203312274728, SP020
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.33271827522577, SP011
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.0403965005782066, SP012
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.0276545059927913, SP013
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.36615520639925, SP014
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.0216050828068682, SP015
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.19012472870044, SP016
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.00460908433213188, SP017
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.00192364288467651, SP018
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 25 triệu, 0.0139487697675905, SP019
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.00126029395506719, SP020
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.291127903620522, SP011
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.0589114445194323, SP012
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.0302470549216127, SP013
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.533975265642881, SP014
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.00630146977533597, SP015
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.0554529340229566, SP016
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.00168039194008959, SP017
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.000701326720469432, SP018
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 10 triệu, 0.0203419148816336, SP019
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.0195221708226103, SP020
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.187900894167624, SP011
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.0285171387667889, SP012
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.0195221708226103, SP013
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.344640375003268, SP014
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.0122013567641314, SP015
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.107371939524357, SP016
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.00325369513710171, SP017
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.00135795898889471, SP018
Ngăn đá trên, Trên 100 lít, Panasonic, Trên 50 triệu, 0.275712300002614, SP019
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.00111604037870835, SP020
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.257805327481628, SP011
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.0521684251419087, SP012
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.0178566460593336, SP013
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.472856316808406, SP014
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.022320807574167, SP015
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.147317329989502, SP016
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.00744026919138899, SP017
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.00310526340130409, SP018
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 50 triệu, 0.0180135739736535, SP019
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 5 triệu, 0.00240994734824616, SP020
Ngăn đá trên, Trên 100 lít, Panasonic, Dưới 5 triệu, 0.371131891629909, SP011
